ProductKey,OrderDateKey,DueDateKey,ShipDate,CustomerKey,SalesOrderNumber,SalesAmount
369,20190106,20190118,2019-01-13 00:00:00.000,13056,SO46745,2443.35
368,20190106,20190118,2019-01-13 00:00:00.000,13057,SO46746,2443.35
360,20190106,20190118,2019-01-13 00:00:00.000,26127,SO46747,2049.0982
360,20190106,20190118,2019-01-13 00:00:00.000,26252,SO46748,2049.0982
354,20190106,20190118,2019-01-13 00:00:00.000,12350,SO46749,2071.4196
377,20190107,20190119,2019-01-14 00:00:00.000,16054,SO46750,2181.5625
377,20190107,20190119,2019-01-14 00:00:00.000,12934,SO46751,2181.5625
343,20190107,20190119,2019-01-14 00:00:00.000,19931,SO46752,782.99
379,20190107,20190119,2019-01-14 00:00:00.000,21215,SO46753,2181.5625
321,20190107,20190119,2019-01-14 00:00:00.000,25958,SO46754,782.99
343,20190107,20190119,2019-01-14 00:00:00.000,26023,SO46755,782.99
383,20190107,20190119,2019-01-14 00:00:00.000,13993,SO46756,1000.4375
354,20190108,20190120,2019-01-15 00:00:00.000,26174,SO46757,2071.4196
387,20190108,20190120,2019-01-15 00:00:00.000,18130,SO46758,1000.4375
373,20190108,20190120,2019-01-15 00:00:00.000,16033,SO46759,2181.5625
387,20190108,20190120,2019-01-15 00:00:00.000,13986,SO46760,1000.4375
325,20190108,20190120,2019-01-15 00:00:00.000,19924,SO46761,782.99
368,20190108,20190120,2019-01-15 00:00:00.000,13063,SO46762,2443.35
375,20190108,20190120,2019-01-15 00:00:00.000,13202,SO46763,2181.5625
360,20190108,20190120,2019-01-15 00:00:00.000,26238,SO46764,2049.0982
333,20190108,20190120,2019-01-15 00:00:00.000,15191,SO46765,782.99
369,20190108,20190120,2019-01-15 00:00:00.000,21216,SO46766,2443.35
362,20190108,20190120,2019-01-15 00:00:00.000,12573,SO46767,2049.0982
339,20190108,20190120,2019-01-15 00:00:00.000,26020,SO46768,782.99
377,20190109,20190121,2019-01-16 00:00:00.000,15702,SO46769,2181.5625
370,20190109,20190121,2019-01-16 00:00:00.000,15357,SO46770,2443.35
377,20190109,20190121,2019-01-16 00:00:00.000,13068,SO46771,2181.5625
375,20190109,20190121,2019-01-16 00:00:00.000,13161,SO46772,2181.5625
371,20190109,20190121,2019-01-16 00:00:00.000,13173,SO46773,2181.5625
375,20190109,20190121,2019-01-16 00:00:00.000,13225,SO46774,2181.5625
352,20190109,20190121,2019-01-16 00:00:00.000,26249,SO46775,2071.4196
360,20190109,20190121,2019-01-16 00:00:00.000,12356,SO46776,2049.0982
356,20190110,20190122,2019-01-17 00:00:00.000,11568,SO46777,2071.4196
352,20190110,20190122,2019-01-17 00:00:00.000,11610,SO46778,2071.4196
377,20190110,20190122,2019-01-17 00:00:00.000,15929,SO46779,2181.5625
379,20190110,20190122,2019-01-17 00:00:00.000,12942,SO46780,2181.5625
379,20190110,20190122,2019-01-17 00:00:00.000,12949,SO46781,2181.5625
371,20190110,20190122,2019-01-17 00:00:00.000,12975,SO46782,2181.5625
337,20190110,20190122,2019-01-17 00:00:00.000,19069,SO46783,782.99
375,20190110,20190122,2019-01-17 00:00:00.000,13178,SO46784,2181.5625
373,20190110,20190122,2019-01-17 00:00:00.000,13190,SO46785,2181.5625
354,20190110,20190122,2019-01-17 00:00:00.000,26201,SO46786,2071.4196
333,20190110,20190122,2019-01-17 00:00:00.000,15195,SO46787,782.99
358,20190110,20190122,2019-01-17 00:00:00.000,12342,SO46788,2049.0982
358,20190111,20190123,2019-01-18 00:00:00.000,28506,SO46789,2049.0982
379,20190111,20190123,2019-01-18 00:00:00.000,12930,SO46790,2181.5625
369,20190111,20190123,2019-01-18 00:00:00.000,13016,SO46791,2443.35
373,20190111,20190123,2019-01-18 00:00:00.000,13083,SO46792,2181.5625
375,20190111,20190123,2019-01-18 00:00:00.000,13214,SO46793,2181.5625
373,20190111,20190123,2019-01-18 00:00:00.000,24977,SO46794,2181.5625
362,20190111,20190123,2019-01-18 00:00:00.000,26234,SO46795,2049.0982
360,20190111,20190123,2019-01-18 00:00:00.000,26247,SO46796,2049.0982
371,20190111,20190123,2019-01-18 00:00:00.000,21197,SO46797,2181.5625
368,20190111,20190123,2019-01-18 00:00:00.000,21201,SO46798,2443.35
371,20190112,20190124,2019-01-19 00:00:00.000,13662,SO46799,2181.5625
370,20190112,20190124,2019-01-19 00:00:00.000,13019,SO46800,2443.35
368,20190112,20190124,2019-01-19 00:00:00.000,25094,SO46801,2443.35
337,20190112,20190124,2019-01-19 00:00:00.000,15188,SO46802,782.99
379,20190113,20190125,2019-01-20 00:00:00.000,13595,SO46803,2181.5625
323,20190113,20190125,2019-01-20 00:00:00.000,19052,SO46804,782.99
373,20190113,20190125,2019-01-20 00:00:00.000,13055,SO46805,2181.5625
370,20190113,20190125,2019-01-20 00:00:00.000,21195,SO46806,2443.35
354,20190113,20190125,2019-01-20 00:00:00.000,12339,SO46807,2071.4196
360,20190113,20190125,2019-01-20 00:00:00.000,12347,SO46808,2049.0982
371,20190114,20190126,2019-01-21 00:00:00.000,13766,SO46809,2181.5625
370,20190114,20190126,2019-01-21 00:00:00.000,15622,SO46810,2443.35
369,20190114,20190126,2019-01-21 00:00:00.000,12941,SO46811,2443.35
371,20190114,20190126,2019-01-21 00:00:00.000,13069,SO46812,2181.5625
379,20190114,20190126,2019-01-21 00:00:00.000,13152,SO46813,2181.5625
371,20190114,20190126,2019-01-21 00:00:00.000,13165,SO46814,2181.5625
375,20190114,20190126,2019-01-21 00:00:00.000,25093,SO46815,2181.5625
370,20190114,20190126,2019-01-21 00:00:00.000,13230,SO46816,2443.35
356,20190114,20190126,2019-01-21 00:00:00.000,26121,SO46817,2071.4196
369,20190114,20190126,2019-01-21 00:00:00.000,21211,SO46818,2443.35
368,20190114,20190126,2019-01-21 00:00:00.000,21001,SO46819,2443.35
352,20190115,20190127,2019-01-22 00:00:00.000,28510,SO46820,2071.4196
377,20190115,20190127,2019-01-22 00:00:00.000,24824,SO46821,2181.5625
325,20190115,20190127,2019-01-22 00:00:00.000,15155,SO46822,782.99
323,20190115,20190127,2019-01-22 00:00:00.000,15193,SO46823,782.99
385,20190115,20190127,2019-01-22 00:00:00.000,24608,SO46824,1000.4375
354,20190115,20190127,2019-01-22 00:00:00.000,12574,SO46825,2071.4196
360,20190115,20190127,2019-01-22 00:00:00.000,12575,SO46826,2049.0982
373,20190116,20190128,2019-01-23 00:00:00.000,13799,SO46827,2181.5625
385,20190116,20190128,2019-01-23 00:00:00.000,13990,SO46828,1000.4375
369,20190116,20190128,2019-01-23 00:00:00.000,24786,SO46829,2443.35
337,20190116,20190128,2019-01-23 00:00:00.000,19910,SO46830,782.99
369,20190116,20190128,2019-01-23 00:00:00.000,13066,SO46831,2443.35
352,20190116,20190128,2019-01-23 00:00:00.000,20188,SO46832,2071.4196
354,20190116,20190128,2019-01-23 00:00:00.000,12360,SO46833,2071.4196
379,20190116,20190128,2019-01-23 00:00:00.000,12923,SO46834,2181.5625
371,20190117,20190129,2019-01-24 00:00:00.000,13768,SO46835,2181.5625
377,20190117,20190129,2019-01-24 00:00:00.000,13769,SO46836,2181.5625
381,20190117,20190129,2019-01-24 00:00:00.000,14003,SO46837,1000.4375
375,20190117,20190129,2019-01-24 00:00:00.000,12922,SO46838,2181.5625
375,20190117,20190129,2019-01-24 00:00:00.000,24817,SO46839,2181.5625
369,20190117,20190129,2019-01-24 00:00:00.000,13058,SO46840,2443.35
371,20190117,20190129,2019-01-24 00:00:00.000,13174,SO46841,2181.5625
321,20190117,20190129,2019-01-24 00:00:00.000,15166,SO46842,782.99
375,20190117,20190129,2019-01-24 00:00:00.000,21168,SO46843,2181.5625
358,20190117,20190129,2019-01-24 00:00:00.000,12343,SO46844,2049.0982
358,20190118,20190130,2019-01-25 00:00:00.000,11603,SO46845,2049.0982
373,20190118,20190130,2019-01-25 00:00:00.000,13575,SO46846,2181.5625
371,20190118,20190130,2019-01-25 00:00:00.000,13793,SO46847,2181.5625
371,20190118,20190130,2019-01-25 00:00:00.000,16201,SO46848,2181.5625
370,20190118,20190130,2019-01-25 00:00:00.000,24960,SO46849,2443.35
370,20190118,20190130,2019-01-25 00:00:00.000,13221,SO46850,2443.35
360,20190118,20190130,2019-01-25 00:00:00.000,20209,SO46851,2049.0982
333,20190118,20190130,2019-01-25 00:00:00.000,15194,SO46852,782.99
368,20190118,20190130,2019-01-25 00:00:00.000,21192,SO46853,2443.35
375,20190118,20190130,2019-01-25 00:00:00.000,20997,SO46854,2181.5625
379,20190119,20190131,2019-01-26 00:00:00.000,15117,SO46855,2181.5625
370,20190119,20190131,2019-01-26 00:00:00.000,12935,SO46856,2443.35
371,20190119,20190131,2019-01-26 00:00:00.000,13064,SO46857,2181.5625
370,20190119,20190131,2019-01-26 00:00:00.000,13067,SO46858,2443.35
370,20190119,20190131,2019-01-26 00:00:00.000,13205,SO46859,2443.35
371,20190119,20190131,2019-01-26 00:00:00.000,21180,SO46860,2181.5625
377,20190119,20190131,2019-01-26 00:00:00.000,21214,SO46861,2181.5625
362,20190120,20190201,2019-01-27 00:00:00.000,11550,SO46862,2049.0982
362,20190120,20190201,2019-01-27 00:00:00.000,11575,SO46863,2049.0982
373,20190120,20190201,2019-01-27 00:00:00.000,16045,SO46864,2181.5625
375,20190120,20190201,2019-01-27 00:00:00.000,15456,SO46865,2181.5625
369,20190120,20190201,2019-01-27 00:00:00.000,12981,SO46866,2443.35
377,20190120,20190201,2019-01-27 00:00:00.000,13029,SO46867,2181.5625
369,20190120,20190201,2019-01-27 00:00:00.000,13189,SO46868,2443.35
379,20190121,20190202,2019-01-28 00:00:00.000,13577,SO46869,2181.5625
368,20190121,20190202,2019-01-28 00:00:00.000,13605,SO46870,2443.35
370,20190121,20190202,2019-01-28 00:00:00.000,13800,SO46871,2443.35
385,20190121,20190202,2019-01-28 00:00:00.000,19186,SO46872,1000.4375
377,20190121,20190202,2019-01-28 00:00:00.000,21167,SO46873,2181.5625
381,20190121,20190202,2019-01-28 00:00:00.000,24606,SO46874,1000.4375
362,20190122,20190203,2019-01-29 00:00:00.000,11470,SO46875,2049.0982
375,20190122,20190203,2019-01-29 00:00:00.000,15084,SO46876,2181.5625
370,20190122,20190203,2019-01-29 00:00:00.000,12926,SO46877,2443.35
369,20190122,20190203,2019-01-29 00:00:00.000,25061,SO46878,2443.35
379,20190122,20190203,2019-01-29 00:00:00.000,13224,SO46879,2181.5625
335,20190122,20190203,2019-01-29 00:00:00.000,15167,SO46880,782.99
354,20190122,20190203,2019-01-29 00:00:00.000,12572,SO46881,2071.4196
343,20190122,20190203,2019-01-29 00:00:00.000,25960,SO46882,782.99
352,20190122,20190203,2019-01-29 00:00:00.000,26241,SO46883,2071.4196
368,20190123,20190204,2019-01-30 00:00:00.000,13565,SO46884,2443.35
373,20190123,20190204,2019-01-30 00:00:00.000,15933,SO46885,2181.5625
377,20190123,20190204,2019-01-30 00:00:00.000,28669,SO46886,2181.5625
362,20190123,20190204,2019-01-30 00:00:00.000,12340,SO46887,2049.0982
325,20190123,20190204,2019-01-30 00:00:00.000,26021,SO46888,782.99
383,20190124,20190205,2019-01-31 00:00:00.000,19173,SO46889,1000.4375
368,20190124,20190205,2019-01-31 00:00:00.000,12921,SO46890,2443.35
325,20190124,20190205,2019-01-31 00:00:00.000,20592,SO46891,782.99
370,20190124,20190205,2019-01-31 00:00:00.000,13086,SO46892,2443.35
369,20190124,20190205,2019-01-31 00:00:00.000,28659,SO46893,2443.35
356,20190124,20190205,2019-01-31 00:00:00.000,26120,SO46894,2071.4196
354,20190124,20190205,2019-01-31 00:00:00.000,26183,SO46895,2071.4196
333,20190124,20190205,2019-01-31 00:00:00.000,15189,SO46896,782.99
368,20190124,20190205,2019-01-31 00:00:00.000,21179,SO46897,2443.35
369,20190124,20190205,2019-01-31 00:00:00.000,21205,SO46898,2443.35
381,20190125,20190206,2019-02-01 00:00:00.000,13999,SO46899,1000.4375
375,20190125,20190206,2019-02-01 00:00:00.000,21194,SO46900,2181.5625
375,20190125,20190206,2019-02-01 00:00:00.000,21203,SO46901,2181.5625
375,20190125,20190206,2019-02-01 00:00:00.000,21000,SO46902,2181.5625
354,20190125,20190206,2019-02-01 00:00:00.000,12353,SO46903,2071.4196
387,20190126,20190207,2019-02-02 00:00:00.000,17080,SO46904,1000.4375
375,20190126,20190207,2019-02-02 00:00:00.000,16053,SO46905,2181.5625
368,20190126,20190207,2019-02-02 00:00:00.000,12950,SO46906,2443.35
368,20190126,20190207,2019-02-02 00:00:00.000,13087,SO46907,2443.35
370,20190126,20190207,2019-02-02 00:00:00.000,21189,SO46908,2443.35
379,20190126,20190207,2019-02-02 00:00:00.000,20998,SO46909,2181.5625
331,20190127,20190208,2019-02-03 00:00:00.000,20710,SO46910,782.99
377,20190127,20190208,2019-02-03 00:00:00.000,24832,SO46911,2181.5625
377,20190127,20190208,2019-02-03 00:00:00.000,13177,SO46912,2181.5625
375,20190127,20190208,2019-02-03 00:00:00.000,13212,SO46913,2181.5625
356,20190127,20190208,2019-02-03 00:00:00.000,26245,SO46914,2071.4196
362,20190127,20190208,2019-02-03 00:00:00.000,26276,SO46915,2049.0982
329,20190127,20190208,2019-02-03 00:00:00.000,15196,SO46916,782.99
371,20190127,20190208,2019-02-03 00:00:00.000,21202,SO46917,2181.5625
343,20190127,20190208,2019-02-03 00:00:00.000,26022,SO46918,782.99
362,20190127,20190208,2019-02-03 00:00:00.000,11481,SO46919,2049.0982
362,20190128,20190209,2019-02-04 00:00:00.000,11609,SO46920,2049.0982
371,20190128,20190209,2019-02-04 00:00:00.000,15454,SO46921,2181.5625
368,20190128,20190209,2019-02-04 00:00:00.000,13088,SO46922,2443.35
369,20190128,20190209,2019-02-04 00:00:00.000,13176,SO46923,2443.35
375,20190128,20190209,2019-02-04 00:00:00.000,13203,SO46924,2181.5625
373,20190128,20190209,2019-02-04 00:00:00.000,21165,SO46925,2181.5625
377,20190128,20190209,2019-02-04 00:00:00.000,21169,SO46926,2181.5625
362,20190128,20190209,2019-02-04 00:00:00.000,12348,SO46927,2049.0982
356,20190128,20190209,2019-02-04 00:00:00.000,12358,SO46928,2071.4196
370,20190129,20190210,2019-02-05 00:00:00.000,13246,SO47068,2443.35
383,20190129,20190210,2019-02-05 00:00:00.000,14017,SO47069,1000.4375
387,20190129,20190210,2019-02-05 00:00:00.000,14025,SO47070,1000.4375
369,20190129,20190210,2019-02-05 00:00:00.000,15667,SO47071,2443.35
341,20190129,20190210,2019-02-05 00:00:00.000,20062,SO47072,782.99
369,20190129,20190210,2019-02-05 00:00:00.000,25287,SO47073,2443.35
362,20190129,20190210,2019-02-05 00:00:00.000,26293,SO47074,2049.0982
360,20190129,20190210,2019-02-05 00:00:00.000,12685,SO47075,2049.0982
362,20190129,20190210,2019-02-05 00:00:00.000,12588,SO47076,2049.0982
369,20190130,20190211,2019-02-06 00:00:00.000,16329,SO47077,2443.35
375,20190130,20190211,2019-02-06 00:00:00.000,13248,SO47078,2181.5625
375,20190130,20190211,2019-02-06 00:00:00.000,13359,SO47079,2181.5625
360,20190130,20190211,2019-02-06 00:00:00.000,26302,SO47080,2049.0982
341,20190130,20190211,2019-02-06 00:00:00.000,15203,SO47081,782.99
323,20190130,20190211,2019-02-06 00:00:00.000,15254,SO47082,782.99
329,20190130,20190211,2019-02-06 00:00:00.000,15288,SO47083,782.99
370,20190130,20190211,2019-02-06 00:00:00.000,21561,SO47084,2443.35
379,20190131,20190212,2019-02-07 00:00:00.000,16311,SO47085,2181.5625
373,20190131,20190212,2019-02-07 00:00:00.000,13378,SO47086,2181.5625
377,20190131,20190212,2019-02-07 00:00:00.000,13383,SO47087,2181.5625
369,20190131,20190212,2019-02-07 00:00:00.000,13274,SO47088,2443.35
341,20190131,20190212,2019-02-07 00:00:00.000,15284,SO47089,782.99
377,20190131,20190212,2019-02-07 00:00:00.000,21394,SO47090,2181.5625
354,20190201,20190213,2019-02-08 00:00:00.000,28532,SO47091,2071.4196
369,20190201,20190213,2019-02-08 00:00:00.000,28802,SO47092,2443.35
369,20190201,20190213,2019-02-08 00:00:00.000,13380,SO47093,2443.35
377,20190201,20190213,2019-02-08 00:00:00.000,15664,SO47094,2181.5625
370,20190201,20190213,2019-02-08 00:00:00.000,25095,SO47095,2443.35
354,20190201,20190213,2019-02-08 00:00:00.000,26283,SO47096,2071.4196
370,20190201,20190213,2019-02-08 00:00:00.000,21257,SO47097,2443.35
360,20190201,20190213,2019-02-08 00:00:00.000,12667,SO47098,2049.0982
325,20190201,20190213,2019-02-08 00:00:00.000,26134,SO47099,782.99
360,20190202,20190214,2019-02-09 00:00:00.000,11612,SO47100,2049.0982
371,20190202,20190214,2019-02-09 00:00:00.000,16260,SO47101,2181.5625
370,20190202,20190214,2019-02-09 00:00:00.000,13424,SO47102,2443.35
368,20190202,20190214,2019-02-09 00:00:00.000,13369,SO47103,2443.35
379,20190202,20190214,2019-02-09 00:00:00.000,13279,SO47104,2181.5625
371,20190202,20190214,2019-02-09 00:00:00.000,13319,SO47105,2181.5625
369,20190202,20190214,2019-02-09 00:00:00.000,25361,SO47106,2443.35
352,20190203,20190215,2019-02-10 00:00:00.000,11616,SO47107,2071.4196
369,20190203,20190215,2019-02-10 00:00:00.000,13839,SO47108,2443.35
375,20190203,20190215,2019-02-10 00:00:00.000,28819,SO47109,2181.5625
370,20190203,20190215,2019-02-10 00:00:00.000,28850,SO47110,2443.35
369,20190203,20190215,2019-02-10 00:00:00.000,25100,SO47111,2443.35
356,20190203,20190215,2019-02-10 00:00:00.000,20318,SO47112,2071.4196
343,20190203,20190215,2019-02-10 00:00:00.000,15255,SO47113,782.99
373,20190203,20190215,2019-02-10 00:00:00.000,21387,SO47114,2181.5625
370,20190203,20190215,2019-02-10 00:00:00.000,21393,SO47115,2443.35
387,20190203,20190215,2019-02-10 00:00:00.000,24611,SO47116,1000.4375
354,20190203,20190215,2019-02-10 00:00:00.000,12586,SO47117,2071.4196
362,20190203,20190215,2019-02-10 00:00:00.000,28541,SO47118,2049.0982
368,20190204,20190216,2019-02-11 00:00:00.000,16275,SO47119,2443.35
381,20190204,20190216,2019-02-11 00:00:00.000,14006,SO47120,1000.4375
375,20190204,20190216,2019-02-11 00:00:00.000,28832,SO47121,2181.5625
371,20190204,20190216,2019-02-11 00:00:00.000,13362,SO47122,2181.5625
371,20190204,20190216,2019-02-11 00:00:00.000,25408,SO47123,2181.5625
371,20190204,20190216,2019-02-11 00:00:00.000,13384,SO47124,2181.5625
375,20190204,20190216,2019-02-11 00:00:00.000,13325,SO47125,2181.5625
371,20190204,20190216,2019-02-11 00:00:00.000,13326,SO47126,2181.5625
371,20190204,20190216,2019-02-11 00:00:00.000,21258,SO47127,2181.5625
368,20190204,20190216,2019-02-11 00:00:00.000,21556,SO47128,2443.35
352,20190204,20190216,2019-02-11 00:00:00.000,12677,SO47129,2071.4196
375,20190205,20190217,2019-02-12 00:00:00.000,16406,SO47130,2181.5625
371,20190205,20190217,2019-02-12 00:00:00.000,13243,SO47131,2181.5625
375,20190205,20190217,2019-02-12 00:00:00.000,13283,SO47132,2181.5625
379,20190205,20190217,2019-02-12 00:00:00.000,13357,SO47133,2181.5625
354,20190205,20190217,2019-02-12 00:00:00.000,26296,SO47134,2071.4196
343,20190205,20190217,2019-02-12 00:00:00.000,27027,SO47135,782.99
379,20190205,20190217,2019-02-12 00:00:00.000,21389,SO47136,2181.5625
371,20190205,20190217,2019-02-12 00:00:00.000,13348,SO47137,2181.5625
379,20190206,20190218,2019-02-13 00:00:00.000,16308,SO47138,2181.5625
375,20190206,20190218,2019-02-13 00:00:00.000,13238,SO47139,2181.5625
356,20190206,20190218,2019-02-13 00:00:00.000,26290,SO47140,2071.4196
371,20190206,20190218,2019-02-13 00:00:00.000,21225,SO47141,2181.5625
369,20190206,20190218,2019-02-13 00:00:00.000,21230,SO47142,2443.35
362,20190206,20190218,2019-02-13 00:00:00.000,12684,SO47143,2049.0982
343,20190206,20190218,2019-02-13 00:00:00.000,26033,SO47144,782.99
339,20190206,20190218,2019-02-13 00:00:00.000,26131,SO47145,782.99
389,20190207,20190219,2019-02-14 00:00:00.000,18133,SO47146,1000.4375
375,20190207,20190219,2019-02-14 00:00:00.000,13324,SO47147,2181.5625
377,20190207,20190219,2019-02-14 00:00:00.000,21259,SO47148,2181.5625
360,20190207,20190219,2019-02-14 00:00:00.000,12669,SO47149,2049.0982
370,20190208,20190220,2019-02-15 00:00:00.000,15625,SO47150,2443.35
370,20190208,20190220,2019-02-15 00:00:00.000,25363,SO47151,2443.35
360,20190208,20190220,2019-02-15 00:00:00.000,28547,SO47152,2049.0982
321,20190208,20190220,2019-02-15 00:00:00.000,26024,SO47153,782.99
335,20190208,20190220,2019-02-15 00:00:00.000,26133,SO47154,782.99
370,20190209,20190221,2019-02-16 00:00:00.000,13801,SO47155,2443.35
373,20190209,20190221,2019-02-16 00:00:00.000,28837,SO47156,2181.5625
369,20190209,20190221,2019-02-16 00:00:00.000,25864,SO47157,2443.35
360,20190209,20190221,2019-02-16 00:00:00.000,26280,SO47158,2049.0982
362,20190209,20190221,2019-02-16 00:00:00.000,26300,SO47159,2049.0982
369,20190209,20190221,2019-02-16 00:00:00.000,21403,SO47160,2443.35
375,20190209,20190221,2019-02-16 00:00:00.000,21408,SO47161,2181.5625
371,20190209,20190221,2019-02-16 00:00:00.000,21418,SO47162,2181.5625
362,20190209,20190221,2019-02-16 00:00:00.000,12671,SO47163,2049.0982
360,20190210,20190222,2019-02-17 00:00:00.000,12123,SO47164,2049.0982
370,20190210,20190222,2019-02-17 00:00:00.000,15649,SO47165,2443.35
368,20190210,20190222,2019-02-17 00:00:00.000,15656,SO47166,2443.35
375,20190210,20190222,2019-02-17 00:00:00.000,13419,SO47167,2181.5625
377,20190210,20190222,2019-02-17 00:00:00.000,13286,SO47168,2181.5625
352,20190210,20190222,2019-02-17 00:00:00.000,26281,SO47169,2071.4196
377,20190210,20190222,2019-02-17 00:00:00.000,21228,SO47170,2181.5625
373,20190210,20190222,2019-02-17 00:00:00.000,21552,SO47171,2181.5625
352,20190210,20190222,2019-02-17 00:00:00.000,12668,SO47172,2071.4196
356,20190210,20190222,2019-02-17 00:00:00.000,12675,SO47173,2071.4196
354,20190210,20190222,2019-02-17 00:00:00.000,12584,SO47174,2071.4196
368,20190210,20190222,2019-02-17 00:00:00.000,13812,SO47175,2443.35
358,20190211,20190223,2019-02-18 00:00:00.000,11492,SO47176,2049.0982
381,20190211,20190223,2019-02-18 00:00:00.000,14022,SO47177,1000.4375
383,20190211,20190223,2019-02-18 00:00:00.000,14026,SO47178,1000.4375
377,20190211,20190223,2019-02-18 00:00:00.000,28848,SO47179,2181.5625
370,20190211,20190223,2019-02-18 00:00:00.000,13287,SO47180,2443.35
368,20190211,20190223,2019-02-18 00:00:00.000,13329,SO47181,2443.35
354,20190211,20190223,2019-02-18 00:00:00.000,26298,SO47182,2071.4196
335,20190211,20190223,2019-02-18 00:00:00.000,15200,SO47183,782.99
379,20190211,20190223,2019-02-18 00:00:00.000,21380,SO47184,2181.5625
356,20190211,20190223,2019-02-18 00:00:00.000,12133,SO47185,2071.4196
371,20190212,20190224,2019-02-19 00:00:00.000,13806,SO47186,2181.5625
385,20190212,20190224,2019-02-19 00:00:00.000,18134,SO47187,1000.4375
389,20190212,20190224,2019-02-19 00:00:00.000,19253,SO47188,1000.4375
373,20190212,20190224,2019-02-19 00:00:00.000,28818,SO47189,2181.5625
369,20190212,20190224,2019-02-19 00:00:00.000,25892,SO47190,2443.35
379,20190212,20190224,2019-02-19 00:00:00.000,13382,SO47191,2181.5625
371,20190212,20190224,2019-02-19 00:00:00.000,16328,SO47192,2181.5625
329,20190212,20190224,2019-02-19 00:00:00.000,20162,SO47193,782.99
377,20190212,20190224,2019-02-19 00:00:00.000,13269,SO47194,2181.5625
371,20190212,20190224,2019-02-19 00:00:00.000,13355,SO47195,2181.5625
362,20190212,20190224,2019-02-19 00:00:00.000,26286,SO47196,2049.0982
377,20190212,20190224,2019-02-19 00:00:00.000,21218,SO47197,2181.5625
370,20190213,20190225,2019-02-20 00:00:00.000,14169,SO47198,2443.35
